Tue Dec  6 22:24:17 2022    profile.o

         146142480 function calls (141306574 primitive calls) in 213.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.001    0.000 ops.py:7039(register_proto_function)
     1514    0.001    0.000    0.001    0.000 samplers.py:58(is_stateful_seed)
        1    0.000    0.000    0.001    0.001 half_student_t.py:15(<module>)
      614    0.001    0.000    0.001    0.000 ops.py:5361(_snapshot_colocation_stack_metadata)
    43/23    0.000    0.000    0.001    0.000 numpy_wrapper.py:55(array)
        1    0.000    0.000    0.001    0.001 collective_ops.py:15(<module>)
        2    0.000    0.000    0.001    0.001 while_v2.py:136(wrapped_cond)
        5    0.000    0.000    0.001    0.000 _common.py:1(<module>)
    54/26    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
     4485    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
        5    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        4    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(cov)
      686    0.001    0.000    0.001    0.000 types.py:171(__get__)
      266    0.001    0.000    0.001    0.000 tensor_shape.py:1350(as_proto)
      739    0.001    0.000    0.001    0.000 codecs.py:319(decode)
      364    0.000    0.000    0.001    0.000 __init__.py:1609(_has)
        1    0.000    0.000    0.001    0.001 _odswriter.py:1(<module>)
      134    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(around)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interpreter.py:15(<module>)
        1    0.000    0.000    0.001    0.001 gen_rpc_ops.py:1(<module>)
        2    0.000    0.000    0.001    0.001 dsa.py:5(<module>)
       63    0.000    0.000    0.001    0.000 colors.py:999(<dictcomp>)
       86    0.000    0.000    0.001    0.000 distribution.py:123(_update_docstring)
     2396    0.001    0.000    0.001    0.000 ops.py:5300(_device_function_stack)
      160    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(column_stack)
  213/110    0.000    0.000    0.001    0.000 core.py:1832(default_name)
        1    0.000    0.000    0.001    0.001 _basic.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _json.py:1(<module>)
      613    0.001    0.000    0.001    0.000 context.py:1407(op_callbacks)
        1    0.000    0.000    0.001    0.001 _nonlin.py:4(<module>)
     2996    0.001    0.000    0.001    0.000 def_function.py:413(run_functions_eagerly)
        1    0.000    0.000    0.001    0.001 relaxed_onehot_categorical.py:15(<module>)
        4    0.000    0.000    0.001    0.000 function_base.py:2462(cov)
        1    0.000    0.000    0.001    0.001 benchmark.py:16(<module>)
        4    0.000    0.000    0.001    0.000 twodim_base.py:894(tril_indices)
     6943    0.001    0.000    0.001    0.000 version.py:271(<genexpr>)
      159    0.001    0.000    0.001    0.000 colors.py:195(_to_rgba_no_colorcycle)
        2    0.000    0.000    0.001    0.001 distribution_util.py:406(move_right_permutation)
      206    0.000    0.000    0.001    0.000 np_utils.py:308(_add_np_doc)
        1    0.000    0.000    0.001    0.001 functional_saver.py:173(MultiDeviceSaver)
     1511    0.001    0.000    0.001    0.000 base.py:806(_lookup_dependency)
        1    0.000    0.000    0.001    0.001 base_parser.py:1(<module>)
      864    0.001    0.000    0.001    0.000 tracer.py:116(new_box)
        1    0.000    0.000    0.001    0.001 sdca_ops.py:15(<module>)
     2672    0.001    0.000    0.001    0.000 ops.py:4361(_name_stack)
        1    0.000    0.000    0.001    0.001 std.py:657(get_lock)
        1    0.000    0.000    0.001    0.001 _helpers.py:15(<module>)
     1501    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
     25/6    0.000    0.000    0.001    0.000 core.py:3816(streamline)
     4081    0.001    0.000    0.001    0.000 ops.py:3630(building_function)
        1    0.000    0.000    0.001    0.001 std.py:92(__init__)
        1    0.000    0.000    0.001    0.001 warm_starting_util.py:15(<module>)
        1    0.000    0.000    0.001    0.001 chardistribution.py:28(<module>)
      794    0.001    0.000    0.001    0.000 context.py:955(_mode)
        1    0.000    0.000    0.001    0.001 gen_control_flow_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
      381    0.000    0.000    0.001    0.000 func_graph.py:1210(device_stack_has_callable)
        1    0.000    0.000    0.001    0.001 batched_rejection_sampler.py:80(cond)
        1    0.000    0.000    0.001    0.001 gen_resource_variable_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 inverse_registrations.py:15(<module>)
        1    0.000    0.000    0.001    0.001 std.py:118(create_mp_lock)
       18    0.000    0.000    0.001    0.000 dataclasses.py:537(_repr_fn)
        2    0.000    0.000    0.001    0.001 dh.py:5(<module>)
       32    0.000    0.000    0.001    0.000 colors.py:287(to_rgba_array)
       17    0.000    0.000    0.001    0.000 tensor_util.py:678(_ConstantValue)
        1    0.000    0.000    0.001    0.001 error_interpolation.py:15(<module>)
        2    0.000    0.000    0.001    0.001 dates.py:1(<module>)
      614    0.000    0.000    0.001    0.000 dataset_ops.py:6313(_resource_resolver)
      787    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
     1228    0.001    0.000    0.001    0.000 auto_control_deps.py:143(op_is_stateful)
        3    0.000    0.000    0.001    0.000 sample.py:15(<module>)
        2    0.000    0.000    0.001    0.001 node_def_pb2.py:5(<module>)
     35/5    0.000    0.000    0.001    0.000 core.py:3675(streamline)
        1    0.000    0.000    0.001    0.001 dtypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mvn_diag_plus_low_rank_covariance.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _matfuncs.py:5(<module>)
       72    0.000    0.000    0.001    0.000 numpy_vjps.py:59(<lambda>)
      640    0.001    0.000    0.001    0.000 errors_impl.py:273(__init__)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
     3794    0.001    0.000    0.001    0.000 deprecation.py:638(deprecated_argument_lookup)
        1    0.000    0.000    0.001    0.001 tpu_embedding_v2.py:15(<module>)
      685    0.000    0.000    0.001    0.000 ops.py:222(uid)
      602    0.001    0.000    0.001    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.001    0.001 multi_worker_test_base.py:15(<module>)
      423    0.001    0.000    0.001    0.000 op_def_library.py:189(_MakeType)
      134    0.001    0.000    0.001    0.000 dtype_util.py:167(is_integer)
        1    0.000    0.000    0.001    0.001 context.py:70(RLock)
        1    0.000    0.000    0.001    0.001 kullback_leibler.py:195(_dist_classes)
        2    0.000    0.000    0.001    0.001 std.py:1212(update)
        1    0.000    0.000    0.001    0.001 gast.py:1(<module>)
     2790    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
 3627/861    0.001    0.000    0.001    0.000 docstring.py:48(_recursive_subclasses)
        1    0.000    0.000    0.001    0.001 gen_spectral_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 util_ops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 bdf.py:15(<module>)
        1    0.000    0.000    0.001    0.001 qmc.py:2(<module>)
      995    0.001    0.000    0.001    0.000 getlimits.py:671(max)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 series.py:201(Series)
      103    0.000    0.000    0.001    0.000 fromnumeric.py:2675(amax)
       63    0.000    0.000    0.001    0.000 fromnumeric.py:2305(any)
        1    0.000    0.000    0.001    0.001 gen_candidate_sampling_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 flops_registry.py:15(<module>)
      253    0.001    0.000    0.001    0.000 typing.py:219(_remove_dups_flatten)
       13    0.000    0.000    0.001    0.000 utils.py:341(disp_trim)
       20    0.000    0.000    0.001    0.000 core.py:4779(parseImpl)
       52    0.000    0.000    0.001    0.000 gen_math_ops.py:6814(next_after)
       22    0.000    0.000    0.001    0.000 dataclasses.py:573(_cmp_fn)
       13    0.000    0.000    0.001    0.000 __init__.py:111(with_metaclass)
        5    0.000    0.000    0.001    0.000 adam.py:15(<module>)
     3597    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 linalg_ops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
     4115    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      728    0.001    0.000    0.001    0.000 context.py:1005(_set_device)
        1    0.000    0.000    0.001    0.001 signature_builder.py:15(<module>)
       26    0.000    0.000    0.001    0.000 __init__.py:139(__new__)
      188    0.001    0.000    0.001    0.000 colors.py:1001(<listcomp>)
     2437    0.001    0.000    0.001    0.000 {method 'FindFieldByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        1    0.000    0.000    0.001    0.001 loader_impl.py:15(<module>)
        2    0.000    0.000    0.001    0.001 core.py:5684(srange)
     1284    0.001    0.000    0.001    0.000 __init__.py:2643(key)
       10    0.000    0.000    0.001    0.000 trainable_state_util.py:314(as_stateful_builder)
        1    0.000    0.000    0.001    0.001 gen_sparse_csr_matrix_ops.py:1(<module>)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
     3768    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.001    0.001 array.py:1(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
       56    0.000    0.000    0.001    0.000 numpy_boxes.py:24(__neg__)
        1    0.000    0.000    0.001    0.001 autotrackable.py:15(<module>)
        1    0.000    0.000    0.001    0.001 dispatch.py:15(<module>)
      454    0.001    0.000    0.001    0.000 sre_parse.py:224(__init__)
        2    0.000    0.000    0.001    0.001 functional_ops.py:15(<module>)
        3    0.000    0.000    0.001    0.000 context.py:1(<module>)
      614    0.001    0.000    0.001    0.000 lock_util.py:73(group)
       20    0.000    0.000    0.001    0.000 util.py:280(outer_rows)
      670    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
        1    0.000    0.000    0.001    0.001 dumping_callback.py:15(<module>)
      412    0.001    0.000    0.001    0.000 inspect.py:171(_has_code_flag)
        1    0.000    0.000    0.001    0.001 descriptor_pool.py:31(<module>)
      736    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
        1    0.000    0.000    0.001    0.001 ImageEnhance.py:21(<module>)
      750    0.001    0.000    0.001    0.000 control_flow_util.py:262(CheckInputFromValidContext)
        1    0.000    0.000    0.001    0.001 summary.py:16(<module>)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1504(_nonlin_wrapper)
        2    0.000    0.000    0.001    0.001 data.py:59(split_tr_te)
        2    0.000    0.000    0.001    0.001 exponential.py:15(<module>)
  824/302    0.001    0.000    0.001    0.000 _utils.py:43(_find_method_from_name)
        1    0.000    0.000    0.001    0.001 func_graph.py:15(<module>)
     1284    0.001    0.000    0.001    0.000 ops.py:5377(_control_dependencies_stack)
        1    0.000    0.000    0.001    0.001 gumbel.py:15(<module>)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 graph_util.py:16(<module>)
      357    0.001    0.000    0.001    0.000 array_grad.py:553(_IndexedSlicesToTensorNoWarning)
     1511    0.001    0.000    0.001    0.000 base.py:70(__init__)
        1    0.000    0.000    0.001    0.001 x509.py:5(<module>)
     6000    0.001    0.000    0.001    0.000 signature_builder.py:77(include_tensor_ranks_only)
        2    0.000    0.000    0.001    0.001 tensor_shape_pb2.py:5(<module>)
      357    0.001    0.000    0.001    0.000 composite_tensor_gradient.py:200(<listcomp>)
      398    0.001    0.000    0.001    0.000 context.py:279(push)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 d_checkpoint.py:15(<module>)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
     10/7    0.000    0.000    0.001    0.000 pyparsing.py:3859(parseImpl)
      228    0.000    0.000    0.001    0.000 auto_composite_tensor.py:487(type_spec_register)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.001    0.001 gfile.py:16(<module>)
        1    0.000    0.000    0.001    0.001 builtins.py:1(<module>)
        2    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        2    0.000    0.000    0.001    0.001 mode_keys.py:15(<module>)
      995    0.001    0.000    0.001    0.000 traceable_stack.py:109(peek_objs)
        1    0.000    0.000    0.001    0.001 gen_collective_ops.py:1(<module>)
        2    0.000    0.000    0.001    0.001 category.py:1(<module>)
     3252    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
       84    0.000    0.000    0.001    0.000 numpy_vjps.py:637(match_complex)
        1    0.000    0.000    0.001    0.001 rolling.py:1662(Rolling)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
      899    0.001    0.000    0.001    0.000 genericpath.py:121(_splitext)
       32    0.000    0.000    0.001    0.000 __init__.py:620(__init__)
        1    0.000    0.000    0.001    0.001 row_partition.py:15(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
      382    0.000    0.000    0.001    0.000 ops.py:4168(as_default)
       16    0.000    0.000    0.001    0.000 numpy_vjps.py:304(vjp)
      177    0.000    0.000    0.001    0.000 tensor_util.py:191(GetNumpyAppendFn)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
     7519    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
      357    0.000    0.000    0.001    0.000 backprop.py:731(_handle_or_self)
     1275    0.001    0.000    0.001    0.000 object_identity.py:181(__init__)
     2998    0.001    0.000    0.001    0.000 function.py:1934(outputs)
        4    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(sort)
        1    0.000    0.000    0.001    0.001 particle_filter.py:15(<module>)
